conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,skill/competence,cross-sector,ensure compliance with environmental legislation,"ensure compliance with environmental regulations
ensuring environmental legislation compliance
ensure environmental legislation compliance
ensuring compliance with environmental legislation
check compliance with environmental laws
ensuring of compliance with environmental legislation
lead implementation of environmental legislation
lead implementation of environmental policies and legislation
checking compliance with environmental laws",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor activities and perform tasks ensuring compliance with standards involving environmental protection and sustainability, and amend activities in the case of changes in environmental legislation. Ensure that the processes are compliant with environment regulations and best practices."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a2ff87-09e7-4899-a47c-8ab81702d08d,skill/competence,occupation-specific,aid archive users with their enquiries,"aid archive user with their enquiries
help archive users with their enquiries
assist archive users with their enquiries
aiding archive users with their enquiries
aid archive users with enquiry",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide reference services and overall assistance for researchers and visitors in their search for archival materials.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,skill/competence,sector-specific,execute social engineering tests,"perform social engineering tests
execute social engineering attacks
test social engineering
perform social engineering attacks
test social engineering attacks",,released,2023-11-29T16:22:44.031Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Perform simulated social engineering attacks to identify vulnerabilities in an organization's security posture. Social engineering tests may involve phishing emails, pretexting, or other forms of manipulation used by attackers to obtain sensitive information or unauthorized access to systems."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,skill/competence,occupation-specific,mount photovoltaic panels,"mount PV panels
mounting photovoltaic panels
PV panel installation
installation of PV panels
photovoltaic panel installation
installation of photovoltaic panels
mounting of photovoltaic panels
installing photovoltaic panels
install PV panels
PV panel mounting
photovoltaic panel mounting
mounting of PV panels",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Securely install photovoltaic panels using a specified mounting system and on the defined position and inclination.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a65612-a801-4b84-933b-192bc8378e64,skill/competence,occupation-specific,repair firearms,"fix firearms
make repairs to firearms
repair firearm
repairing firearms",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify problems or deviations on firearms, check for deterioration, disassemble parts, regulate, adjust, and replace deficient components."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08abb0a1-7f42-4017-8748-93d26d3115e3,skill/competence,occupation-specific,prepare vehicle trim,"prepare a vehicle trim
supply vehicle trim
prepare vehicle trims
develop vehicle trim
plan vehicle trim
preparing a vehicle trim
provide vehicle trim
arrange vehicle trim",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Prepare vehicle trim work in accordance with technical drawings and preliminary sketches.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,skill/competence,cross-sector,manage research data,"oversee scientific data
handle research data
administer research data",,released,2024-03-01T11:59:56.801Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Produce and analyse scientific data originating from qualitative and quantitative research methods. Store and maintain the data in research databases. Support the re-use of scientific data and be familiar with open data management principles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b4e1c1-eddd-4495-94ea-510c310a5fe6,knowledge,occupation-specific,kosher slaughtering practices,"kosher slaughter practices
kosher slaughtering conventions
kosher slaughtering methods
kosher slaughtering practice
kosher slaughtering processes
kosher slaughter practice
kosher slaughtering rituals",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The practices involved in the slaughtering of animals for food consumption according to Jewish dietary laws such as the knife to be used, slaughtering techniques and blood drainage from the carcass."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08bd8e7b-9f94-4c94-b98f-9c1aedc483af,knowledge,sector-specific,quality prototype of a tobacco leaf,"quality example of a tobacco leaf
quality model of a tobacco leaf
quality mock-up of a tobacco leaf
quality precursor of a tobacco leaf
quality prototype of tobacco leaves
tobacco leaf quality prototype",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Characteristics and properties of a tobacco leaf to grade and consider it of high, medium, or low quality product taking into account colour variations, tears, tar spots, tight grain, and size of the leaf."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08be1642-5cbe-485e-a1e5-3921ecaea755,skill/competence,sector-specific,advise customers on preparation of meat products,"advise customers on preparation of a meat product
advising customers on preparation of meat products
recommend customers on preparation of meat products
suggest customers on preparation of meat products
advise a customer on preparation of meat products
instruct customers on preparation of meat products
help customers on preparation of meat products
commend customers on preparation of meat products",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Give advice to customers concerning the preparation of meat and meat products.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08cb2d27-1c86-4ea9-875b-9e84abcfdf58,skill/competence,occupation-specific,calculate aircraft weight,"perform calculations to determine weight of aircraft
calculate weight of aircraft
work out the total weight of an aircraft
conclude weight of aircraft
perform aircraft weight calculation activities
determine aircraft weight
calculate total weight of aircraft
determine weight of aircraft",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Calculate total aircraft weight, taking into account luggage, cargo, passengers, crew and fuel. Compose weight and balance documentation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08cdc2d8-3b6d-491b-8c0e-f631855c8083,skill/competence,cross-sector,test medical devices,"testing a medical device
try medical devices
check medical devices
evaluate medical devices
test a medical device
testing medical devices",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure the medical devices fit the patient and test and evaluate them to ensure they work as intended. Make adjustments to ensure proper fit, function and comfort."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08cdec3b-0d81-4575-b405-168e3178a768,skill/competence,sector-specific,distribute local information materials,"circulate promotional touristic leaflets
distribute local informative materials
distribute materials on local information
hand out local information brochures",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Hand out leaflets, maps and tour brochures to visitors with information and tips about local sites, attractions and events."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08d0ca45-c99c-4384-8401-b2926a006a88,skill/competence,sector-specific,collaborate with animal related professionals,"collaborate with animal-related professionals
work in a team in the veterinary sector
communicate with other veterinary professionals
work together with animal-related professionals
collaborate with veterinary professionals
work together with veterinary professionals
work in teams in veterinary sector",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Collaborate with veterinary and other animal related professionals through communication of animal details, case records and summary reports orally or via written or electronic transfer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08deb446-76f3-4fa2-bd01-dd368c66880d,knowledge,cross-sector,optical equipment standards,"national optical equipment standards
international optical equipment regulations
standards relating to optical equipment
regulations covering optical equipment
standards for optical equipment
regulations for optical equipment
regulations relating to optical equipment
standards covering optical equipment
international optical equipment standards
national optical equipment regulations",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The national and international quality and safety standards and regulations with regards to the use and manufacture of optical equipment, including optical materials, optical components, optical systems, ophthalmic equipment, optomechanical equipment, optical measuring equipment, photographic equipment, and optoelectronic equipment."
