career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
566,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,61800.00,139889.00,100844.00,USD,"[{""max"""": 81666.49"," '""min'"": 61800.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 139889.0"," '""min'"": 81666.49"," """"label"""": """"Experienced""""}]""",1483200000.00,3357336000.00,2420256000.00,VND,"[{'max'"": 1959995662"," '""min'"": 1483200000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3357336000"," '""min'"": 1959995662"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
567,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,43016.00,167577.00,105296.00,USD,"[{""max"""": 77538.49"," '""min'"": 43016.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 167577.0"," '""min'"": 77538.49"," """"label"""": """"Experienced""""}]""",1032384000.00,4021848000.00,2527104000.00,VND,"[{'max'"": 1860923775"," '""min'"": 1032384000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4021848000"," '""min'"": 1860923775"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
568,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,53935.00,156833.00,105384.00,USD,"[{""max"""": 82858.57"," '""min'"": 53935.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 156833.0"," '""min'"": 82858.57"," """"label"""": """"Experienced""""}]""",1294440000.00,3763992000.00,2529216000.00,VND,"[{'max'"": 1988605589"," '""min'"": 1294440000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3763992000"," '""min'"": 1988605589"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
569,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,44815.00,175591.00,110203.00,USD,"[{""max"""": 89623.79"," '""min'"": 44815.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 175591.0"," '""min'"": 89623.79"," """"label"""": """"Experienced""""}]""",1075560000.00,4214184000.00,2644872000.00,VND,"[{'max'"": 2150970913"," '""min'"": 1075560000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4214184000"," '""min'"": 2150970913"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
570,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,41525.00,177291.00,109408.00,USD,"[{""max"""": 83694.07"," '""min'"": 41525.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 177291.0"," '""min'"": 83694.07"," """"label"""": """"Experienced""""}]""",996600000.00,4254984000.00,2625792000.00,VND,"[{'max'"": 2008657780"," '""min'"": 996600000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4254984000"," '""min'"": 2008657780"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
571,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,64211.00,165699.00,114955.00,USD,"[{""max"""": 93109.38"," '""min'"": 64211.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 165699.0"," '""min'"": 93109.38"," """"label"""": """"Experienced""""}]""",1541064000.00,3976776000.00,2758920000.00,VND,"[{'max'"": 2234625197"," '""min'"": 1541064000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3976776000"," '""min'"": 2234625197"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
572,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,47481.00,138739.00,93110.00,USD,"[{""max"""": 79177.23"," '""min'"": 47481.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 138739.0"," '""min'"": 79177.23"," """"label"""": """"Experienced""""}]""",1139544000.00,3329736000.00,2234640000.00,VND,"[{'max'"": 1900253493"," '""min'"": 1139544000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3329736000"," '""min'"": 1900253493"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
573,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,71465.00,146197.00,108831.00,USD,"[{""max"""": 91987.42"," '""min'"": 71465.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 146197.0"," '""min'"": 91987.42"," """"label"""": """"Experienced""""}]""",1715160000.00,3508728000.00,2611944000.00,VND,"[{'max'"": 2207698052"," '""min'"": 1715160000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3508728000"," '""min'"": 2207698052"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
574,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,72083.00,161240.00,116661.00,USD,"[{""max"""": 100344.77"," '""min'"": 72083.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 161240.0"," '""min'"": 100344.77"," """"label"""": """"Experienced""""}]""",1729992000.00,3869760000.00,2799864000.00,VND,"[{'max'"": 2408274599"," '""min'"": 1729992000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3869760000"," '""min'"": 2408274599"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
575,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,63995.00,114908.00,89451.00,USD,"[{""max"""": 77061.9"," '""min'"": 63995.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 114908.0"," '""min'"": 77061.9"," """"label"""": """"Experienced""""}]""",1535880000.00,2757792000.00,2146824000.00,VND,"[{'max'"": 1849485635"," '""min'"": 1535880000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2757792000"," '""min'"": 1849485635"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
576,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,76834.00,141574.00,109204.00,USD,"[{""max"""": 93328.99"," '""min'"": 76834.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 141574.0"," '""min'"": 93328.99"," """"label"""": """"Experienced""""}]""",1844016000.00,3397776000.00,2620896000.00,VND,"[{'max'"": 2239895737"," '""min'"": 1844016000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3397776000"," '""min'"": 2239895737"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
577,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,57206.00,179865.00,118535.00,USD,"[{""max"""": 98732.09"," '""min'"": 57206.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 179865.0"," '""min'"": 98732.09"," """"label"""": """"Experienced""""}]""",1372944000.00,4316760000.00,2844840000.00,VND,"[{'max'"": 2369570178"," '""min'"": 1372944000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4316760000"," '""min'"": 2369570178"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
578,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,75532.00,184099.00,129815.00,USD,"[{""max"""": 109480.12"," '""min'"": 75532.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 184099.0"," '""min'"": 109480.12"," """"label"""": """"Experienced""""}]""",1812768000.00,4418376000.00,3115560000.00,VND,"[{'max'"": 2627522800"," '""min'"": 1812768000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4418376000"," '""min'"": 2627522800"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
579,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,52427.00,132092.00,92259.00,USD,"[{""max"""": 75763.39"," '""min'"": 52427.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 132092.0"," '""min'"": 75763.39"," """"label"""": """"Experienced""""}]""",1258248000.00,3170208000.00,2214216000.00,VND,"[{'max'"": 1818321347"," '""min'"": 1258248000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3170208000"," '""min'"": 1818321347"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
580,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,48160.00,120549.00,84354.00,USD,"[{""max"""": 69606.54"," '""min'"": 48160.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 120549.0"," '""min'"": 69606.54"," """"label"""": """"Experienced""""}]""",1155840000.00,2893176000.00,2024496000.00,VND,"[{'max'"": 1670556875"," '""min'"": 1155840000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2893176000"," '""min'"": 1670556875"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
581,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,69489.00,107680.00,88584.00,USD,"[{""max"""": 81363.12"," '""min'"": 69489.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 107680.0"," '""min'"": 81363.12"," """"label"""": """"Experienced""""}]""",1667736000.00,2584320000.00,2126016000.00,VND,"[{'max'"": 1952714994"," '""min'"": 1667736000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2584320000"," '""min'"": 1952714994"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
582,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,70767.00,185808.00,128287.00,USD,"[{""max"""": 103357.04"," '""min'"": 70767.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 185808.0"," '""min'"": 103357.04"," """"label"""": """"Experienced""""}]""",1698408000.00,4459392000.00,3078888000.00,VND,"[{'max'"": 2480568890"," '""min'"": 1698408000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4459392000"," '""min'"": 2480568890"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
583,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,69265.00,146139.00,107702.00,USD,"[{""max"""": 88862.58"," '""min'"": 69265.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 146139.0"," '""min'"": 88862.58"," """"label"""": """"Experienced""""}]""",1662360000.00,3507336000.00,2584848000.00,VND,"[{'max'"": 2132701949"," '""min'"": 1662360000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3507336000"," '""min'"": 2132701949"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
584,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,77374.00,172580.00,124977.00,USD,"[{""max"""": 109410.97"," '""min'"": 77374.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 172580.0"," '""min'"": 109410.97"," """"label"""": """"Experienced""""}]""",1856976000.00,4141920000.00,2999448000.00,VND,"[{'max'"": 2625863186"," '""min'"": 1856976000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4141920000"," '""min'"": 2625863186"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
585,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,54495.00,121814.00,88154.00,USD,"[{""max"""": 76958.93"," '""min'"": 54495.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121814.0"," '""min'"": 76958.93"," """"label"""": """"Experienced""""}]""",1307880000.00,2923536000.00,2115696000.00,VND,"[{'max'"": 1847014388"," '""min'"": 1307880000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2923536000"," '""min'"": 1847014388"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
